entityIndex,entityType,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
563,Individual,389  HIGH  STREET,389,HIGH STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,389  HIGH  STREET
564,LegalConstruct,1229  HIGH,1229,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1229  HIGH
565,LegalConstruct,387  HIGH,387,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,387  HIGH
566,LegalConstruct,1044  HIGH,1044,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1044  HIGH
567,Individual,1164  HIGH,1164,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1164  HIGH
568,LegalConstruct,1691  HIGH,1691,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1691  HIGH
569,AggregateHousehold,1273 HIGH,1273,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1273 HIGH
570,LegalConstruct,368  HIGH,368,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,368  HIGH
571,LegalConstruct,367  HIGH,367,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,367  HIGH
572,LegalConstruct,365  HIGH,365,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,365  HIGH
573,LegalConstruct,361  HIGH,361,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,361  HIGH
574,LegalConstruct,355  HIGH,355,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,355  HIGH
575,AggregateHousehold,363  HIGH,363,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,363  HIGH
576,LegalConstruct,347  HIGH,347,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,347  HIGH
577,AggregateHousehold,354  HIGH,354,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,354  HIGH
578,LegalConstruct,340  HIGH,340,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,340  HIGH
579,AggregateHousehold,334  HIGH,334,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,334  HIGH
580,AggregateHousehold,15  HIGH,15,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,15  HIGH
581,LegalConstruct,190  HIGH,190,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,190  HIGH
582,LegalConstruct,1262  GRACE COVE ROAD,1262,GRACE COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1262  GRACE COVE ROAD
583,LegalConstruct,941  GRACE COVE ROAD,941,GRACE COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,941  GRACE COVE ROAD
584,LegalConstruct,220  HIGH,220,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,220  HIGH
585,AggregateHousehold,1239  GRACE'S COVE ROAD,1239,GRACE'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1239  GRACE'S COVE ROAD
586,Individual,1167  GRACE COVE,1167,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1167  GRACE COVE
587,LegalConstruct,940  GRACE COVE ROAD,940,GRACE COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,940  GRACE COVE ROAD
588,AggregateHousehold,1271 GRACE COVE,1271,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1271 GRACE COVE
589,AggregateHousehold,GRACE COVE RD-4.5A,NOT PARSED,GRACE COVE,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,GRACE COVE RD-4.5A
590,AggregateHousehold,936  GRACE COVE ROAD,936,GRACE COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,936  GRACE COVE ROAD
591,AggregateHousehold,1108  GRACE COVE,1108,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1108  GRACE COVE
592,AggregateHousehold,1520  GRACE COVE,1520,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1520  GRACE COVE
593,AggregateHousehold,935  GRACE COVE #1,935,GRACE COVE,NOT PARSED,#,1,Block Island,RI,02807,935  GRACE COVE #1
594,AggregateHousehold,1025  GRACE COVE,1025,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1025  GRACE COVE
595,AggregateHousehold,1011  GRACE COVE,1011,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1011  GRACE COVE
596,LegalConstruct,1330  FEDERAL HILL CLUSTER,1330,FEDERAL HILL CLUSTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1330  FEDERAL HILL CLUSTER
597,LegalConstruct,FEDERAL HILL COMMON LAND,NOT PARSED,FEDERAL HILL COMMON LAND,Land,NOT PARSED,NOT PARSED,Block Island,RI,02807,FEDERAL HILL COMMON LAND
598,AggregateHousehold,942  GRACE COVE,942,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,942  GRACE COVE
599,Individual,1331  FEDERAL HILL CLUSTER,1331,FEDERAL HILL CLUSTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1331  FEDERAL HILL CLUSTER
600,AggregateHousehold,997  GRACE COVE,997,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,997  GRACE COVE
601,AggregateHousehold,934  GRACE COVE,934,GRACE COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,934  GRACE COVE
602,AggregateHousehold,1329 FEDERAL HILL CLUSTER,1329,FEDERAL HILL CLUSTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1329 FEDERAL HILL CLUSTER
603,LegalConstruct,566  FEDERAL HILL CLUSTER,566,FEDERAL HILL CLUSTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,566  FEDERAL HILL CLUSTER
604,Business,950  DUNN TOWN ROAD,950,DUNN TOWN ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,950  DUNN TOWN ROAD
605,Individual,1062  DUNN TOWN,1062,DUNN TOWN,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1062  DUNN TOWN
606,AggregateHousehold,565  FEDERAL HILL CLUSTER,565,FEDERAL HILL CLUSTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,565  FEDERAL HILL CLUSTER
607,LegalConstruct,1111  FEDERAL HILL,1111,FEDERAL HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1111  FEDERAL HILL
608,LegalConstruct,949  DUNN TOWN ROAD,949,DUNN TOWN ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,949  DUNN TOWN ROAD
609,LegalConstruct,1214  DUNN TOWN ROAD,1214,DUNN TOWN ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1214  DUNN TOWN ROAD
610,AggregateHousehold,963  DORRY'S COVE ROAD,963,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,963  DORRY'S COVE ROAD
611,LegalConstruct,1963 DORRY'S COVE ROAD,1963,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1963 DORRY'S COVE ROAD
612,AggregateHousehold,951  DUNN TOWN,951,DUNN TOWN,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,951  DUNN TOWN
613,LegalConstruct,962  DORRY'S COVE ROAD,962,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,962  DORRY'S COVE ROAD
614,AggregateHousehold,1509 DORRY'S COVE ROAD,1509,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1509 DORRY'S COVE ROAD
615,AggregateHousehold,1508  DORRY'S COVE ROAD,1508,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1508  DORRY'S COVE ROAD
616,LegalConstruct,961  DORRY'S COVE ROAD,961,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,961  DORRY'S COVE ROAD
617,AggregateHousehold,960 DORRY'S COVE ROAD,960,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,960 DORRY'S COVE ROAD
618,LegalConstruct,958 DORRY'S COVE ROAD,958,DORRY'S COVE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,958 DORRY'S COVE ROAD
619,Individual,DORRY'S COVE ROAD,NOT PARSED,DORRY'S COVE ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,DORRY'S COVE ROAD
620,LegalConstruct,442  DODGE STREET,442,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,442  DODGE STREET
621,LegalConstruct,959  DORRY'S COVE,959,DORRY'S COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,959  DORRY'S COVE
622,AggregateHousehold,443  DODGE STREET,443,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,443  DODGE STREET
623,AggregateHousehold,966  DORRY'S COVE,966,DORRY'S COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,966  DORRY'S COVE
624,AggregateHousehold,964  DORRY'S COVE,964,DORRY'S COVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,964  DORRY'S COVE
625,Business,DORRY'S COVE,NOT PARSED,DORRY'S COVE,Cv,NOT PARSED,NOT PARSED,Block Island,RI,02807,DORRY'S COVE
626,LegalConstruct,439  DODGE STREET,439,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,439  DODGE STREET
627,LegalConstruct,440 DODGE STREET,440,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,440 DODGE STREET
628,LegalConstruct,243  DODGE STREET,243,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,243  DODGE STREET
629,LegalConstruct,128 DODGE STREET,128,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,128 DODGE STREET
630,LegalConstruct,62  DODGE STREET,62,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,62  DODGE STREET
631,AggregateHousehold,32  DODGE STREET,32,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,32  DODGE STREET
632,Individual,235  DODGE STREET,235,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,235  DODGE STREET
633,LegalConstruct,54  DODGE STREET,54,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,54  DODGE STREET
634,LegalConstruct,61  DODGE  STREET,61,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,61  DODGE  STREET
635,LegalConstruct,441 DODGE  STREET,441,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,441 DODGE  STREET
636,Business,9   DODGE STREET,9,DODGE STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,9   DODGE STREET
637,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
638,LegalConstruct,1186 DODGE,1186,DODGE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1186 DODGE
639,LegalConstruct,145 DODGE,145,DODGE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,145 DODGE
640,Individual,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
641,Individual,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
642,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
643,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
644,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
645,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
646,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
647,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
648,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
649,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
650,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
651,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
652,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
653,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
654,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
655,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
656,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
657,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
658,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
659,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
660,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
661,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
662,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
663,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
664,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
665,Business,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
666,Individual,CRESCENT BEACH LOTS,NOT PARSED,CRESCENT BEACH LOTS,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRESCENT BEACH LOTS
667,AggregateHousehold,CRES.BEACH LOT,NOT PARSED,CRES.BEACH LOT,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRES.BEACH LOT
668,LegalConstruct,113 CORN NECK ROAD #02,113,CORN NECK ROAD,NOT PARSED,#,02,Block Island,RI,02807,113 CORN NECK ROAD #02
669,AggregateHousehold,CRES.BEACH LOT,NOT PARSED,CRES.BEACH LOT,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRES.BEACH LOT
670,AggregateHousehold,CRES.BEACH LOT,NOT PARSED,CRES.BEACH LOT,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRES.BEACH LOT
671,AggregateHousehold,1783 CORNECK ROAD,1783,CORNECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1783 CORNECK ROAD
672,LegalConstruct,605 CORN NECK-SULLIVAN,605,CORN NECK-SULLIVAN,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,605 CORN NECK-SULLIVAN
673,AggregateHousehold,CRES.BEACH LOT,NOT PARSED,CRES.BEACH LOT,Bch,NOT PARSED,NOT PARSED,Block Island,RI,02807,CRES.BEACH LOT
674,AggregateHousehold,1773 CORN NECK ROAD,1773,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1773 CORN NECK ROAD
675,AggregateHousehold,1786  CORN NECK ROAD,1786,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1786  CORN NECK ROAD
676,LegalConstruct,1758 CORN NECK ROAD,1758,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1758 CORN NECK ROAD
677,AggregateHousehold,1761 CORN NECK ROAD,1761,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1761 CORN NECK ROAD
678,AggregateHousehold,1757 CORN NECK ROAD,1757,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1757 CORN NECK ROAD
679,LegalConstruct,1764 CORN NECK ROAD,1764,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1764 CORN NECK ROAD
680,AggregateHousehold,1744  CORN NECK ROAD,1744,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1744  CORN NECK ROAD
681,LegalConstruct,1077  CORN NECK ROAD,1077,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1077  CORN NECK ROAD
682,AggregateHousehold,1074  CORN NECK ROAD,1074,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1074  CORN NECK ROAD
683,LegalConstruct,1072  CORN NECK ROAD,1072,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1072  CORN NECK ROAD
684,LegalConstruct,734  CORN NECK ROAD,734,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,734  CORN NECK ROAD
685,AggregateHousehold,754  CORN NECK ROAD,754,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,754  CORN NECK ROAD
686,AggregateHousehold,752  CORN NECK ROAD,752,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,752  CORN NECK ROAD
687,AggregateHousehold,736  CORN NECK ROAD,736,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,736  CORN NECK ROAD
688,AggregateHousehold,735  CORN NECK ROAD,735,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,735  CORN NECK ROAD
689,Individual,733  CORN NECK ROAD,733,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,733  CORN NECK ROAD
690,AggregateHousehold,648 CORN NECK ROAD,648,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,648 CORN NECK ROAD
691,LegalConstruct,650  CORN NECK ROAD,650,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,650  CORN NECK ROAD
692,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
693,LegalConstruct,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
694,AggregateHousehold,596  CORN NECK ROAD,596,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,596  CORN NECK ROAD
695,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
696,Individual,106  CORN NECK ROAD,106,CORN NECK ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,106  CORN NECK ROAD
697,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
698,AggregateHousehold,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
699,AggregateHousehold,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
700,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
701,AggregateHousehold,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
702,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
703,AggregateHousehold,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
704,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
705,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
706,LegalConstruct,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
707,LegalConstruct,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
708,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
709,AggregateHousehold,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
710,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
711,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
712,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
713,Business,CORN NECK ROAD,NOT PARSED,CORN NECK ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK ROAD
714,LegalConstruct,758 CORN NECK RD,758,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,758 CORN NECK RD
715,LegalConstruct,1775 CORN NECK RD,1775,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1775 CORN NECK RD
716,LegalConstruct,1756 CORN NECK RD,1756,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1756 CORN NECK RD
717,LegalConstruct,214  CORN NECK RD,214,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,214  CORN NECK RD
718,LegalConstruct,753 CORN NECK RD,753,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,753 CORN NECK RD
719,AggregateHousehold,696  CORN NECK RD,696,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,696  CORN NECK RD
720,LegalConstruct,1708  CORN NECK RD,1708,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1708  CORN NECK RD
721,Individual,725  CORN NECK RD,725,CORN NECK RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,725  CORN NECK RD
722,Individual,CORN NECK RD,NOT PARSED,CORN NECK RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK RD
723,Individual,CORN NECK RD,NOT PARSED,CORN NECK RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK RD
724,Individual,CORN NECK RD,NOT PARSED,CORN NECK RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK RD
725,Individual,CORN NECK RD,NOT PARSED,CORN NECK RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK RD
726,Business,CORN NECK  4.7,NOT PARSED,CORN NECK,Nck,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK  4.7
727,Individual,CORN NECK RD,NOT PARSED,CORN NECK RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK RD
728,LegalConstruct,CORN NECK RD,NOT PARSED,CORN NECK RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK RD
729,Individual,CORN NECK RD,NOT PARSED,CORN NECK RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,CORN NECK RD
730,AggregateHousehold,1772  CORN NECK,1772,CORN NECK,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1772  CORN NECK
731,AggregateHousehold,1777 CORN NECK,1777,CORN NECK,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1777 CORN NECK
732,AggregateHousehold,1770  CORN NECK,1770,CORN NECK,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1770  CORN NECK
733,LegalConstruct,1771  CORN NECK,1771,CORN NECK,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1771  CORN NECK
