entityIndex,entityType,addressIndex,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
486,AggregateHousehold,0,252 SINCLAIR PLACE::#^#::WESTFIELD:^#^: NJ 07096,252,SINCLAIR,Pl,NOT PARSED,NOT PARSED,WESTFIELD,NJ,07096,252 SINCLAIR PLACE::#^#::WESTFIELD:^#^: NJ 07096
487,Individual,0,PO BOX 212::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,212,Block Island,RI,02807,PO BOX 212::#^#::BLOCK ISLAND:^#^: RI 02807
488,AggregateHousehold,0,PO BOX G::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,G,Block Island,RI,02807,PO BOX G::#^#::BLOCK ISLAND:^#^: RI 02807
489,LegalConstruct,0,15-A DEMOTT RD::#^#::FLEMINGTON:^#^: NJ 08822,15-,A DEMOTT,Rd,NOT PARSED,NOT PARSED,FLEMINGTON,NJ,08822,15-A DEMOTT RD::#^#::FLEMINGTON:^#^: NJ 08822
490,AggregateHousehold,0,PO BOX 338::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,338,Block Island,RI,02807,PO BOX 338::#^#::BLOCK ISLAND:^#^: RI 02807
491,AggregateHousehold,0,P.O. BOX 1179::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1179,Block Island,RI,02807,P.O. BOX 1179::#^#::BLOCK ISLAND:^#^: RI 02807
492,LegalConstruct,0,2010 MINERAL SPRING AVENUE::#^#::NORTH PROVIDENCE:^#^: RI 02911,2010,MINERAL SPRING,Ave,NOT PARSED,NOT PARSED,NORTH PROVIDENCE,RI,02911,2010 MINERAL SPRING AVENUE::#^#::NORTH PROVIDENCE:^#^: RI 02911
493,Business,0,290 EMERSON RD::#^#::LEXINGTON:^#^: MA 02820,290,EMERSON,Rd,NOT PARSED,NOT PARSED,LEXINGTON,MA,02820,290 EMERSON RD::#^#::LEXINGTON:^#^: MA 02820
494,LegalConstruct,0,185 MAIN ST::#^#::NIANTIC:^#^: CT 06357,185,MAIN,St,NOT PARSED,NOT PARSED,NIANTIC,CT,06357,185 MAIN ST::#^#::NIANTIC:^#^: CT 06357
495,LegalConstruct,0,2010 MINERAL SPRING AVENUE::#^#::NORTH PROVIDENCE:^#^: RI 02911,2010,MINERAL SPRING,Ave,NOT PARSED,NOT PARSED,NORTH PROVIDENCE,RI,02911,2010 MINERAL SPRING AVENUE::#^#::NORTH PROVIDENCE:^#^: RI 02911
496,LegalConstruct,0,2010 MINERAL SPRING AVENUE::#^#::NORTH PROVIDENCE:^#^: RI 02911,2010,MINERAL SPRING,Ave,NOT PARSED,NOT PARSED,NORTH PROVIDENCE,RI,02911,2010 MINERAL SPRING AVENUE::#^#::NORTH PROVIDENCE:^#^: RI 02911
498,LegalConstruct,0,3 LINDA COURT::#^#::COVENTRY:^#^: RI 02816,3,LINDA,Ct,NOT PARSED,NOT PARSED,COVENTRY,RI,02816,3 LINDA COURT::#^#::COVENTRY:^#^: RI 02816
499,AggregateHousehold,0,44 LAFAYETTE AVE::#^#::SEA CLIFF:^#^: NY 11579,44,LAFAYETTE,Ave,NOT PARSED,NOT PARSED,SEA CLIFF,NY,11579,44 LAFAYETTE AVE::#^#::SEA CLIFF:^#^: NY 11579
500,AggregateHousehold,0,30 HEIGHTS ROAD::#^#::NORTHPORT:^#^: NY 11768,30,HEIGHTS,Rd,NOT PARSED,NOT PARSED,NORTHPORT,NY,11768,30 HEIGHTS ROAD::#^#::NORTHPORT:^#^: NY 11768
501,AggregateHousehold,0,PO BOX 929::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,929,Block Island,RI,02807,PO BOX 929::#^#::BLOCK ISLAND:^#^: RI 02807
502,Individual,0,208 WEST MAIN STREET::#^#::NORWICH:^#^: CT 06360,208,MAIN,St,NOT PARSED,NOT PARSED,NORWICH,CT,06360,208 WEST MAIN STREET::#^#::NORWICH:^#^: CT 06360
503,AggregateHousehold,0,3 kENMARE RD::#^#::LARCHMONT:^#^: NY 10538,3,kENMARE,Rd,NOT PARSED,NOT PARSED,LARCHMONT,NY,10538,3 kENMARE RD::#^#::LARCHMONT:^#^: NY 10538
504,LegalConstruct,0,PO BOX 1088::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1088,Block Island,RI,02807,PO BOX 1088::#^#::BLOCK ISLAND:^#^: RI 02807
505,LegalConstruct,0,702 TURNBERRY COVE NORTH::#^#::NICEVILLE:^#^: FL 32578,702,TURNBERRY COVE NORTH,Cv,NOT PARSED,NOT PARSED,NICEVILLE,FL,32578,702 TURNBERRY COVE NORTH::#^#::NICEVILLE:^#^: FL 32578
506,LegalConstruct,0,PO BOX 862::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,862,Block Island,RI,02807,PO BOX 862::#^#::BLOCK ISLAND:^#^: RI 02807
507,LegalConstruct,0,75 RIDGEFIELD DRIVE::#^#::EAST GREENWICH:^#^: RI 02818,75,RIDGEFIELD,Dr,NOT PARSED,NOT PARSED,EAST GREENWICH,RI,02818,75 RIDGEFIELD DRIVE::#^#::EAST GREENWICH:^#^: RI 02818
508,AggregateHousehold,0,45 STERLING RIDGE COURT::#^#::CHESHIRE:^#^: CT 06410,45,STERLING RIDGE,Ct,NOT PARSED,NOT PARSED,CHESHIRE,CT,06410,45 STERLING RIDGE COURT::#^#::CHESHIRE:^#^: CT 06410
509,Individual,0,5342 VERINO LANE::#^#::BOYNTON BEACH:^#^: FL 33437,5342,VERINO,Ln,NOT PARSED,NOT PARSED,BOYNTON BEACH,FL,33437,5342 VERINO LANE::#^#::BOYNTON BEACH:^#^: FL 33437
510,AggregateHousehold,0,PO BOX 371::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,371,Block Island,RI,02807,PO BOX 371::#^#::BLOCK ISLAND:^#^: RI 02807
511,LegalConstruct,0,2026 15TH STREET NW::#^#::WASHINGTON:^#^: DC 20009,2026,15TH STREET NW,St,NOT PARSED,NOT PARSED,WASHINGTON,DC,20009,2026 15TH STREET NW::#^#::WASHINGTON:^#^: DC 20009
512,Business,0,PO BOX I::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,I,Block Island,RI,02807,PO BOX I::#^#::BLOCK ISLAND:^#^: RI 02807
513,LegalConstruct,0,30 HEIGHTS RD::#^#::NORTHPORT:^#^: NY 11768,30,HEIGHTS,Rd,NOT PARSED,NOT PARSED,NORTHPORT,NY,11768,30 HEIGHTS RD::#^#::NORTHPORT:^#^: NY 11768
514,LegalConstruct,0,P.O. BOX I::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,I,Block Island,RI,02807,P.O. BOX I::#^#::BLOCK ISLAND:^#^: RI 02807
515,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
516,AggregateHousehold,0,PO BOX 338::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,338,Block Island,RI,02807,PO BOX 338::#^#::BLOCK ISLAND:^#^: RI 02807
517,LegalConstruct,0,PO BOX 516::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,516,Block Island,RI,02807,PO BOX 516::#^#::BLOCK ISLAND:^#^: RI 02807
518,AggregateHousehold,0,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,562,Block Island,RI,02807,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807
519,AggregateHousehold,0,PO BOX A2::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,A2,Block Island,RI,02807,PO BOX A2::#^#::BLOCK ISLAND:^#^: RI 02807
520,AggregateHousehold,0,PO BOX 1472::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1472,Block Island,RI,02807,PO BOX 1472::#^#::BLOCK ISLAND:^#^: RI 02807
521,Individual,0,120 MILK SREET::#^#::BOSTON:^#^: MA 02109,120,MILK SREET,NOT PARSED,NOT PARSED,NOT PARSED,BOSTON,MA,02109,120 MILK SREET::#^#::BOSTON:^#^: MA 02109
522,LegalConstruct,0,PO BOX 280::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,280,Block Island,RI,02807,PO BOX 280::#^#::BLOCK ISLAND:^#^: RI 02807
523,AggregateHousehold,0,69 WILDWOOD RD::#^#::::#^#::RIDGEWOOD:^#^: NJ 07450,69,WILDWOOD,Rd,NOT PARSED,NOT PARSED,RIDGEWOOD,NJ,07450,69 WILDWOOD RD::#^#::::#^#::RIDGEWOOD:^#^: NJ 07450
524,Individual,0,PO BOX 1281::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1281,Block Island,RI,02807,PO BOX 1281::#^#::BLOCK ISLAND:^#^: RI 02807
525,AggregateHousehold,0,56 CYRUS CT::#^#::WEST KINGSTON:^#^: RI 02892,56,CYRUS,Ct,NOT PARSED,NOT PARSED,WEST KINGSTON,RI,02892,56 CYRUS CT::#^#::WEST KINGSTON:^#^: RI 02892
526,AggregateHousehold,0,309 REDDING RD::#^#::REDDING:^#^: CT 06896,309,REDDING,Rd,NOT PARSED,NOT PARSED,REDDING,CT,06896,309 REDDING RD::#^#::REDDING:^#^: CT 06896
527,Business,0,PO BOX I::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,I,Block Island,RI,02807,PO BOX I::#^#::BLOCK ISLAND:^#^: RI 02807
528,AggregateHousehold,0,P.O. BOX 1179::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1179,Block Island,RI,02807,P.O. BOX 1179::#^#::BLOCK ISLAND:^#^: RI 02807
529,AggregateHousehold,0,1073 EXETER E::#^#::BOCA RATON:^#^: FL 33434,1073,EXETER E,NOT PARSED,NOT PARSED,NOT PARSED,BOCA RATON,FL,33434,1073 EXETER E::#^#::BOCA RATON:^#^: FL 33434
530,AggregateHousehold,0,1073 EXETER E::#^#::BOCA RATON:^#^: FL 33434,1073,EXETER E,NOT PARSED,NOT PARSED,NOT PARSED,BOCA RATON,FL,33434,1073 EXETER E::#^#::BOCA RATON:^#^: FL 33434
531,LegalConstruct,0,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016
532,AggregateHousehold,0,41 LINDEN SHORES::#^#::BRANFORD :^#^: CT 06405,41,LINDEN,Shrs,NOT PARSED,NOT PARSED,BRANFORD,CT,06405,41 LINDEN SHORES::#^#::BRANFORD :^#^: CT 06405
533,AggregateHousehold,0,4846 GLENBROOK ROAD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK ROAD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK ROAD NW::#^#::WASHINGTON:^#^: DC 20016
534,LegalConstruct,0,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016
535,AggregateHousehold,0,41 LINDEN SHORES::#^#::BRANFORD:^#^: CT 06405,41,LINDEN,Shrs,NOT PARSED,NOT PARSED,BRANFORD,CT,06405,41 LINDEN SHORES::#^#::BRANFORD:^#^: CT 06405
536,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
537,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
538,AggregateHousehold,0,41 LINDEN SHORES::#^#::BRANFORD:^#^: CT 06405,41,LINDEN,Shrs,NOT PARSED,NOT PARSED,BRANFORD,CT,06405,41 LINDEN SHORES::#^#::BRANFORD:^#^: CT 06405
539,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
540,LegalConstruct,0,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016
541,LegalConstruct,0,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016
542,AggregateHousehold,0,4846 GLENBROOK ROAD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK ROAD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK ROAD NW::#^#::WASHINGTON:^#^: DC 20016
543,AggregateHousehold,0,4846 GLENBROOK ROAD::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK ROAD::#^#::WASHINGTON:^#^: DC 20016
544,AggregateHousehold,0,4846 GLENBROOK ROAD::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK ROAD::#^#::WASHINGTON:^#^: DC 20016
545,AggregateHousehold,0,4846 GLENBROOK ROAD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK ROAD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK ROAD NW::#^#::WASHINGTON:^#^: DC 20016
546,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
547,LegalConstruct,0,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016
548,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
549,Individual,0,PO BOX 654::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,654,Block Island,RI,02807,PO BOX 654::#^#::BLOCK ISLAND:^#^: RI 02807
550,LegalConstruct,0,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016
551,LegalConstruct,0,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON:^#^: DC 20016
552,AggregateHousehold,0,4846 GLENBROOK RD NW::#^#::WASHINGTON :^#^: DC 20016,4846,GLENBROOK RD NW,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK RD NW::#^#::WASHINGTON :^#^: DC 20016
553,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
554,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
555,AggregateHousehold,0,PO BOX 1717::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1717,Block Island,RI,02807,PO BOX 1717::#^#::BLOCK ISLAND:^#^: RI 02807
556,AggregateHousehold,0,PO BOX G::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,G,Block Island,RI,02807,PO BOX G::#^#::BLOCK ISLAND:^#^: RI 02807
557,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
558,LegalConstruct,0,PO BOX 941::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,941,Block Island,RI,02807,PO BOX 941::#^#::BLOCK ISLAND:^#^: RI 02807
559,AggregateHousehold,0,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,562,Block Island,RI,02807,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807
560,LegalConstruct,0,4846 GLENBROOK ROAD::#^#::WASHINGTON:^#^: DC 20016,4846,GLENBROOK,Rd,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,4846 GLENBROOK ROAD::#^#::WASHINGTON:^#^: DC 20016
561,AggregateHousehold,0,PO BOX G::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,G,Block Island,RI,02807,PO BOX G::#^#::BLOCK ISLAND:^#^: RI 02807
562,AggregateHousehold,0,PO BOX 870::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,870,Block Island,RI,02807,PO BOX 870::#^#::BLOCK ISLAND:^#^: RI 02807
563,Individual,0,PO BOX 812::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,812,Block Island,RI,02807,PO BOX 812::#^#::BLOCK ISLAND:^#^: RI 02807
564,LegalConstruct,0,PO BOX 550::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,550,Block Island,RI,02807,PO BOX 550::#^#::BLOCK ISLAND:^#^: RI 02807
565,LegalConstruct,0,PO BOX 1::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1,Block Island,RI,02807,PO BOX 1::#^#::BLOCK ISLAND:^#^: RI 02807
566,LegalConstruct,0,PO BOX 901::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,901,Block Island,RI,02807,PO BOX 901::#^#::BLOCK ISLAND:^#^: RI 02807
567,Individual,0,PO BOX 293::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,293,Block Island,RI,02807,PO BOX 293::#^#::BLOCK ISLAND:^#^: RI 02807
568,LegalConstruct,0,47 ELM ST.::#^#::WESTERLY:^#^: RI 02891,47,ELM,St,NOT PARSED,NOT PARSED,WESTERLY,RI,02891,47 ELM ST.::#^#::WESTERLY:^#^: RI 02891
569,AggregateHousehold,0,31 CINDYANN DR::#^#::EAST GREENWICH:^#^: RI 02818,31,CINDYANN,Dr,NOT PARSED,NOT PARSED,EAST GREENWICH,RI,02818,31 CINDYANN DR::#^#::EAST GREENWICH:^#^: RI 02818
570,LegalConstruct,0,1551 CRESTVIEW AVE::#^#::TALLAHASSEE:^#^: FL 32303,1551,CRESTVIEW,Ave,NOT PARSED,NOT PARSED,TALLAHASSEE,FL,32303,1551 CRESTVIEW AVE::#^#::TALLAHASSEE:^#^: FL 32303
571,LegalConstruct,0,PO BOX 415::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,415,Block Island,RI,02807,PO BOX 415::#^#::BLOCK ISLAND:^#^: RI 02807
572,LegalConstruct,0,6718 WASHINGTON RD::#^#::WEST PALM BEACH:^#^: FL 33405,6718,WASHINGTON,Rd,NOT PARSED,NOT PARSED,WEST PALM BEACH,FL,33405,6718 WASHINGTON RD::#^#::WEST PALM BEACH:^#^: FL 33405
573,LegalConstruct,0,2026 15TH STREET NW::#^#::WASHINGTON:^#^: DC 20009,2026,15TH STREET NW,St,NOT PARSED,NOT PARSED,WASHINGTON,DC,20009,2026 15TH STREET NW::#^#::WASHINGTON:^#^: DC 20009
574,LegalConstruct,0,P.O. BOX 1117::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1117,Block Island,RI,02807,P.O. BOX 1117::#^#::BLOCK ISLAND:^#^: RI 02807
575,AggregateHousehold,0,690 LEETES ISLAND ROAD::#^#::BRANFORD:^#^: CT 06405,690,LEETES ISLAND,Rd,NOT PARSED,NOT PARSED,BRANFORD,CT,06405,690 LEETES ISLAND ROAD::#^#::BRANFORD:^#^: CT 06405
576,LegalConstruct,0,PO BOX 1858::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1858,Block Island,RI,02807,PO BOX 1858::#^#::BLOCK ISLAND:^#^: RI 02807
577,AggregateHousehold,0,3480 REDDING RD::#^#::FAIRFIELD:^#^: CT 06824,3480,REDDING,Rd,NOT PARSED,NOT PARSED,FAIRFIELD,CT,06824,3480 REDDING RD::#^#::FAIRFIELD:^#^: CT 06824
578,LegalConstruct,0,62 CRYSTAL DRIVE::#^#::WARWICK:^#^: RI 02886,62,CRYSTAL,Dr,NOT PARSED,NOT PARSED,WARWICK,RI,02886,62 CRYSTAL DRIVE::#^#::WARWICK:^#^: RI 02886
579,AggregateHousehold,0,516 HENDRICKS ISLE::#^#::APT #7::#^#::FT LAUDERDALE:^#^: FL 33301,516,HENDRICKS,Isle,APT,7,FT LAUDERDALE,FL,33301,516 HENDRICKS ISLE::#^#::APT #7::#^#::FT LAUDERDALE:^#^: FL 33301
580,AggregateHousehold,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
581,LegalConstruct,0,PO BOX 1788::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1788,Block Island,RI,02807,PO BOX 1788::#^#::BLOCK ISLAND:^#^: RI 02807
582,LegalConstruct,0,11054 CASA GRANDE TRAIL::#^#::FRISCO:^#^: TX 75033,11054,CASA GRANDE,Trl,NOT PARSED,NOT PARSED,FRISCO,TX,75033,11054 CASA GRANDE TRAIL::#^#::FRISCO:^#^: TX 75033
583,LegalConstruct,0,11054 CASA GRANDE TR::#^#::FRISCO:^#^: TX 75037,11054,CASA GRANDE,Trl,NOT PARSED,NOT PARSED,FRISCO,TX,75037,11054 CASA GRANDE TR::#^#::FRISCO:^#^: TX 75037
584,LegalConstruct,0,P.O. BOX 737::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,737,Block Island,RI,02807,P.O. BOX 737::#^#::BLOCK ISLAND:^#^: RI 02807
585,AggregateHousehold,0,278 GLEN AVENUE::#^#::SEA CLIFF:^#^: NJ 11579,278,GLEN,Ave,NOT PARSED,NOT PARSED,SEA CLIFF,NJ,11579,278 GLEN AVENUE::#^#::SEA CLIFF:^#^: NJ 11579
586,Individual,0,71 WAHACKME RD::#^#::NEW CANAAN:^#^: CT 06840,71,WAHACKME,Rd,NOT PARSED,NOT PARSED,NEW CANAAN,CT,06840,71 WAHACKME RD::#^#::NEW CANAAN:^#^: CT 06840
587,LegalConstruct,0,17 1/2 CHERRY ST::#^#::NEWPORT:^#^: RI 02840,17,CHERRY,St,NOT PARSED,NOT PARSED,NEWPORT,RI,02840,17 1/2 CHERRY ST::#^#::NEWPORT:^#^: RI 02840
588,AggregateHousehold,0,12228 PATRIOT WAY::#^#::WEST GREENWICH:^#^: RI 02817,12228,PATRIOT,Way,NOT PARSED,NOT PARSED,WEST GREENWICH,RI,02817,12228 PATRIOT WAY::#^#::WEST GREENWICH:^#^: RI 02817
589,AggregateHousehold,0,P.O. BOX 208::#^#::BLOCK ISLAND:^#^: RI 02087,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,208,Block Island,RI,02807,P.O. BOX 208::#^#::BLOCK ISLAND:^#^: RI 02087
590,AggregateHousehold,0,PO BOX 164::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,164,Block Island,RI,02807,PO BOX 164::#^#::BLOCK ISLAND:^#^: RI 02807
591,AggregateHousehold,0,18 SOUTHGATE AVE::#^#::ANNAPOLIS:^#^: MD 21401,18,SOUTHGATE,Ave,NOT PARSED,NOT PARSED,ANNAPOLIS,MD,21401,18 SOUTHGATE AVE::#^#::ANNAPOLIS:^#^: MD 21401
592,AggregateHousehold,0,TEWKSBURY FARM::#^#::PO BOX 309::#^#::POTTERSVILLE:^#^: NJ 07979,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,309,POTTERSVILLE,NJ,07979,TEWKSBURY FARM::#^#::PO BOX 309::#^#::POTTERSVILLE:^#^: NJ 07979
593,AggregateHousehold,0,12228  PATRIOT WAY::#^#::::#^#::WEST GREENWICH:^#^: RI 02817,12228,PATRIOT,Way,NOT PARSED,NOT PARSED,WEST GREENWICH,RI,02817,12228  PATRIOT WAY::#^#::::#^#::WEST GREENWICH:^#^: RI 02817
594,AggregateHousehold,0,PO BOX 988::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,988,Block Island,RI,02807,PO BOX 988::#^#::BLOCK ISLAND:^#^: RI 02807
595,AggregateHousehold,0,4 WASHINGTON AVE::#^#::WESTPORT:^#^: CT 06880,4,WASHINGTON,Ave,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,4 WASHINGTON AVE::#^#::WESTPORT:^#^: CT 06880
596,LegalConstruct,0,PO BOX 787::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,787,Block Island,RI,02807,PO BOX 787::#^#::BLOCK ISLAND:^#^: RI 02807
